1500 5000
611239 1382 2
736340 249 3
228074 1272 5
118265 1223 1
837007 553 5
815812 817 1
865414 1270 1
126762 1035 3
707761 699 2
831669 34 1
186827 916 3
522303 1228 6
571079 406 6
616608 682 5
568770 1353 3
864301 1142 3
265117 1057 5
830419 1339 1
28174 1054 1
419106 1326 5
494018 245 5
438038 925 4
631983 1431 5
819484 1407 1
849465 821 5
538281 1436 3
158659 1425 1
493617 54 2
812543 521 3
704539 1004 4
28251 277 6
726143 832 2
325168 1093 6
194587 1230 2
414382 1287 4
760955 210 2
571079 1199 6
253652 311 3
765745 813 6
707554 1383 2
99033 222 2
210676 963 2
780443 1391 5
366973 1155 6
617519 1211 5
269208 775 4
364332 1112 3
79406 699 4
35834 841 2
440747 1385 1
957669 1366 5
446151 237 6
251201 116 4
85480 658 2
819868 1062 3
641877 738 1
693801 5 1
316811 557 6
351571 1202 5
181018 622 2
7344 1017 1
239949 585 6
833877 326 6
507937 633 5
153473 923 2
718386 1213 6
110070 1085 2
649381 493 4
817444 1338 6
693475 628 1
371144 1431 2
59892 989 4
946343 1219 2
486212 1306 5
580392 248 6
411463 919 5
110479 665 5
332230 1038 3
868963 220 2
870322 131 4
612989 389 6
153035 1289 3
162768 999 5
495385 1067 2
291759 391 4
141883 283 2
126762 1314 3
695426 1395 1
372599 1364 2
477178 1309 1
191261 913 2
145417 1118 5
565849 1022 4
803818 741 3
656895 1310 2
761846 719 6
764335 575 6
481604 1100 5
692009 297 5
314393 822 2
723545 806 3
827728 1319 4
702255 626 2
647911 1356 5
47854 1258 4
670899 349 3
821840 990 3
449573 1280 6
44543 820 2
43414 178 4
629173 24 6
979364 915 3
183958 1390 5
774706 1012 2
813693 1157 4
508025 1329 6
809317 488 3
59122 451 5
556911 563 4
199940 1398 5
536070 91 4
611239 1352 2
367495 118 4
423088 428 2
865895 1013 2
237583 1367 3
183324 685 3
585993 967 4
811411 916 4
481138 200 1
840378 488 2
749861 607 6
252400 326 5
894757 362 5
255844 911 2
219055 38 3
651428 1172 3
471761 580 3
84987 328 2
47854 1035 4
586606 1144 4
61763 1087 5
177254 416 3
305596 794 2
288820 633 3
576906 974 1
253391 186 5
792760 564 4
361096 1327 6
138303 270 6
112464 596 6
439920 27 1
456612 178 6
492329 1326 6
641720 724 1
98484 450 5
500816 1423 4
460452 35 1
561230 189 1
967154 1410 6
633367 794 2
901938 1437 2
105666 1166 4
281729 1392 2
247320 948 4
321835 968 5
901938 1217 2
603466 947 3
765753 33 4
358267 1204 1
110479 1150 5
522582 1307 3
216485 1313 5
531256 228 6
503223 1433 5
464463 1225 5
735395 761 1
789909 1385 2
934876 983 2
513444 1269 4
93245 1281 3
244321 883 1
605636 1093 3
497495 1036 1
355407 1304 6
776278 15 4
686309 53 3
56193 385 5
497495 1102 1
30033 1430 2
5931 824 4
203497 494 6
56908 136 5
918748 1346 6
245255 1174 4
447196 824 1
944227 1400 2
735276 128 5
759225 538 3
325168 1328 6
141765 820 4
100288 1440 5
11703 1181 1
232611 825 4
576557 1388 6
10928 7 1
13630 1327 4
990391 915 1
243644 1143 4
690970 549 5
397276 1134 4
549520 434 4
692060 634 2
208360 996 5
884832 697 3
294461 658 2
169869 990 6
808511 415 2
928479 1335 5
389287 1379 1
936500 580 3
35819 1344 6
314014 1408 4
548838 236 1
719256 1422 6
529815 274 6
428931 1255 1
843215 398 6
788204 1303 6
255844 1017 2
761863 1039 2
914985 1125 5
857014 1410 6
289686 583 5
65061 1173 2
810031 562 3
967374 899 2
782135 347 4
468923 1386 2
320553 1306 5
314959 1370 4
694981 1196 5
435726 1296 4
764133 1337 3
719801 845 1
655465 86 3
435326 1008 3
297760 93 2
728101 1389 2
793220 33 5
287827 1212 4
781070 1381 6
496409 90 3
134390 555 5
375515 1014 1
484697 1400 6
51422 423 1
706059 1134 6
519772 353 6
606700 1338 3
81148 450 5
696512 1421 2
122603 1312 6
706302 316 1
261604 728 3
295209 884 1
929191 647 2
74464 1233 5
621235 1312 6
460721 960 1
36226 0 1
622777 1179 1
254477 1218 3
461541 278 6
869732 754 5
743972 960 3
761167 888 1
764892 1423 1
548531 811 1
809266 1317 2
271212 606 5
657873 1081 6
703977 146 1
363052 165 6
828881 83 1
430426 1100 4
751891 841 2
137569 1314 5
834062 704 1
59122 569 5
988850 1415 1
334628 52 3
404172 746 2
316752 1419 6
572005 997 5
266930 1114 4
995528 891 2
863328 946 3
465136 1181 5
61382 1290 1
496409 983 3
179077 854 3
93759 517 4
394470 1289 4
455405 445 1
793220 1078 5
427663 387 1
995222 1272 2
567923 174 1
199031 356 1
520915 639 1
950500 1289 5
869403 1263 5
32280 1275 1
229874 1168 5
608143 1401 6
11062 1043 2
132077 852 1
581015 239 1
304877 1131 1
739954 469 6
725933 990 5
628289 1128 3
820233 231 3
291759 533 4
354324 1036 2
329333 973 4
860222 690 2
564944 1322 5
12793 1185 5
826395 405 5
605152 799 1
633469 671 3
845398 1418 2
925290 906 4
468923 1176 2
65974 1427 4
969295 1218 5
808511 571 2
681353 687 5
961778 321 5
84588 723 2
825977 216 3
448396 1439 3
487992 1062 6
41973 1245 1
885358 825 5
680592 1321 6
640380 754 2
318626 1178 2
412942 690 1
870055 692 2
559698 1089 1
632285 1419 5
517167 906 1
609815 1204 2
492746 1415 3
8708 6 4
548071 738 5
591211 1367 3
809808 615 6
945320 1317 5
173813 784 2
562685 859 3
593987 1425 2
169198 861 3
944081 967 4
61089 615 4
37083 1233 4
708554 1147 5
833795 644 1
450101 1282 3
124969 1434 3
441747 970 3
131417 458 1
816099 367 1
648718 1215 2
416317 1333 1
676547 229 4
947330 881 4
721819 162 5
325356 1123 1
131290 1439 2
957058 645 5
897289 1166 5
902329 579 6
471955 726 5
794230 1308 5
351345 1398 3
730929 1126 1
586054 19 1
81480 96 6
